Argument,ID,Result name,Data type,L/H,Unit,Name,Multiplier,Divisor,Offset (additive),Label,Description (German),Description (English)
ASMod_pHPTrbnUs,0x0C9C,STAT_ASMod_pHPTrbnUs_WERT,unsigned int,-,hPa,-,0.038148,-,500,ASMod_pHPTrbnUs,Druck vor Turbine der Hochdruckstufe,Pressure before turbine of the high-pressure stage
ASMod_pPFltSimDs,0x0C81,STAT_ASMod_pPFltSimDs_WERT,unsigned int,-,hPa,-,1,-,0,ASMod_pPFltSimDs,simulierter Druck nach Partikelfilter,Simulated pressure after particle filter
ASMod_pTrbnUs,0x0C94,STAT_ASMod_pTrbnUs_WERT,unsigned int,-,hPa,-,1,-,0,ASMod_pTrbnUs,berechneter Wert von AsMod,Calculated value of AsMod
ASMod_rEGR,0x0CA6,STAT_ASMod_rEGR_WERT,unsigned int,-,-,-,0.01,-,0,ASMod_rEGR,Abgasr?ckf?hrrate in den Motor,Exhaust gas recirculation rate into the engine
ASMod_rEGRHP,0x0CA1,STAT_ASMod_rEGRHP_WERT,unsigned int,-,-,-,0.01,-,0,ASMod_rEGRHP,Abgasr?ckf?hrrate ?ber das HD-AGR Ventil in den Motor,Exhaust gas recirculation rate via the HP-AGR valve into the engine
ASMod_rNOxEG,0x1147,STAT_ASMod_rNOxEG_WERT,unsigned int,-,-,-,0.000015,-,0,ASMod_rNOxEG,Anteil der NOx-Emission im Abgassmassenstrom nach Verbrennung,Share of NOx emission in the exhaust gas mass flow after combustion
ASMod_tCmprDs,0x0C87,STAT_ASMod_tCmprDs_WERT,unsigned int,-,degC,-,0.009155,-,-100,ASMod_tCmprDs,Lufttemperatur vor Verdichter (aus AsMod),Air temperature before compressor (from AsMod)
ASMod_tEGRDsSim_mp,0x0CA2,STAT_ASMod_tEGRDsSim_mp_WERT,unsigned int,-,degC,-,0.1,-,-273.14,ASMod_tEGRDsSim_mp,Modell-Temperatur nach HDAGR-kühler,Model temperature after HDAGR cooler
ASMod_tEGRLPDsSim_mp,0x0CA3,STAT_ASMod_tEGRLPDsSim_mp_WERT,motorola float,-,degC,-,1,-,-273.14,ASMod_tEGRLPDsSim_mp,Modell-Temperatur nach NDAGR-kühler,Model temperature after NDAGR cooler
ASMod_tExhMnfLP,0x0CA4,STAT_ASMod_tExhMnfLP_WERT,unsigned int,-,degC,-,0.1,-,-273.14,ASMod_tExhMnfLP,Modell-Temperatur bei NDAGR Entnahme,Model temperature at NDAGR sampling
ASMod_tIntMnfDs,0x0C91,STAT_ASMod_tIntMnfDs_WERT,unsigned int,-,degC,-,0.009155,-,-100,ASMod_tIntMnfDs,Temperatur vor Einlasskr?mmer (T22 aus AsMod),Temperature in front of intake manifold (T22 from AsMod)
ASMod_tIntMnfUs,0x0C8F,STAT_ASMod_tIntMnfUs_WERT,unsigned int,-,degC,-,0.009155,-,-100,ASMod_tIntMnfUs,Temperatur vor Einlasskr?mmer (T21 aus AsMod),Temperature in front of intake manifold (T21 from AsMod)
ASMod_tPFltSurfSim,0x0CA5,STAT_ASMod_tPFltSurfSim_WERT,unsigned int,-,degC,-,0.1,-,-273.14,ASMod_tPFltSurfSim,simulierte Oberfl?chentemperatur Partikelfilter,Simulated surface temperature particle filter
BattU_uSens,0x012D,STAT_BattU_uSens_WERT,unsigned int,-,mV,-,0.389105,-,0,BattU_uSens,Erfasste Batteriespannung,Recorded battery voltage
BrkP_pSens,0x1068,STAT_BrkP_pSens_WERT,unsigned int,-,bar,-,1,-,0,BrkP_pSens,Bremsunterdruck - linearisierter Sensorwert,Brake vacuum - linearized sensor value
Bszsi,0x05C8,STAT_Bszsi_WERT,unsigned long,-,-,-,1,-,0,Bszsi,Betriebsstundenz?hler,Betriebsstundenz_hler
CByVlv_st,0x0D48,STAT_CByVlv_st_WERT,unsigned char,-,-,-,1,-,0,CByVlv_st,Status vom Kompressorbypassventil,Status of the compressor bypass valve
CByVlv_stPs,0x0D49,STAT_CByVlv_stPs_WERT,unsigned char,-,-,-,1,-,0,CByVlv_stPs,Digitalausgang zum Steller,Digital output to the controller
CEngDsT_tiDynTst_mp,0x0548,STAT_CEngDsT_tiDynTst_mp_WERT,unsigned long,-,s,-,0.01,-,0,CEngDsT_tiDynTst_mp,dynamische Plausibilit?tspr?fungszeit für die K?hlmitteltemperatur,Dynamic plausibility check time for the coolant temperature
CEngDsT_tStrt_mp,0x0549,STAT_CEngDsT_tStrt_mp_WERT,unsigned int,-,degC,-,0.1,-,-273.14,CEngDsT_tStrt_mp,Eingefrorene K?hlmitteltemperatur beim Start der Plausibilit?tsfunktion,Frozen coolant temperature at the start of the plausibility function
CodVar_stBlk0_mp,0x050A,STAT_CodVar_stBlk0_mp_WERT,unsigned int,-,-,-,1,-,0,CodVar_stBlk0_mp,Status von Selbsterkennungsblock 0,Status of self-detection block 0
CodVar_stBlk1_mp,0x050B,STAT_CodVar_stBlk1_mp_WERT,unsigned int,-,-,-,1,-,0,CodVar_stBlk1_mp,Status von Selbsterkennungsblock 1,Status of self-recognition block 1
CodVar_stBlk2_mp,0x050C,STAT_CodVar_stBlk2_mp_WERT,unsigned int,-,-,-,1,-,0,CodVar_stBlk2_mp,Status von Selbsterkennungsblock 2,Status of self-recognition block 2
CodVar_stBlk3_mp,0x050D,STAT_CodVar_stBlk3_mp_WERT,unsigned int,-,-,-,1,-,0,CodVar_stBlk3_mp,Status von Selbsterkennungsblock 3,Status of self-recognition block 3
CoEng_st,0x0514,STAT_CoEng_st_WERT,unsigned char,-,-,-,1,-,0,CoEng_st,aktueller Motorstatus,Current engine status
CoEng_stIRevShutOff,0x0517,STAT_CoEng_stIRevShutOff_WERT,unsigned long,-,-,-,1,-,0,CoEng_stIRevShutOff,irreversible Abschaltursachen (nach Maskierung),Irreversible shutdown causes (after masking)
CoEng_stRevShutOff,0x0516,STAT_CoEng_stRevShutOff_WERT,unsigned long,-,-,-,1,-,0,CoEng_stRevShutOff,reversible Abschaltursachen (nach Maskierung),Reversible shutdown reasons (after masking)
CoEng_stState_mp,0x0518,STAT_CoEng_stState_mp_WERT,unsigned char,-,-,-,1,-,0,CoEng_stState_mp,aktueller Motorstatus,Current engine status
CoEng_stTst,0x0519,STAT_CoEng_stTst_WERT,unsigned char,-,-,-,1,-,0,CoEng_stTst,aktueller Status der Testeranforderung,Current status of the tester request
CoEng_tiStart,0x051B,STAT_CoEng_tiStart_WERT,unsigned long,-,ms,-,10,-,0,CoEng_tiStart,Zeit seit Erreichen von Motorzustand COENG_READY & COENG_CRANKING (KL15 ein bis Startabwurf),Time since engine status COENG_READY & COENG_CRANKING (KL15 on until takeoff)
CoEOM_stOpModeAct,0x05AA,STAT_CoEOM_stOpModeAct_WERT,unsigned long,-,hex,-,1,-,0,CoEOM_stOpModeAct,Regenerationsstatus,Regeneration status
CoETS_stCurrLimActive,0x057A,STAT_CoETS_stCurrLimActive_WERT,unsigned int,-,-,-,1,-,0,CoETS_stCurrLimActive,Statuswort zur Markierung der wirksamen niedrigsten Begrenzungsmomente,Status word for marking the effective lowest limiting torques
Com_bRecACC,0x0837,STAT_Com_bRecACC_WERT,unsigned char,-,-,-,1,-,0,Com_bRecACC,Selbsterkennung ACC,Self-detection ACC
Com_ctrDay,0x05EB,STAT_Com_ctrDay_WERT,unsigned int,-,-,-,1,-,0,Com_ctrDay,Tag Zähler absolut,Day counter absolutely
Com_ctrSec,0x05E0,STAT_Com_ctrSec_WERT,unsigned long,-,s,-,1,-,0,Com_ctrSec,Sekundenz?hler relativ,Seconds counter relative
Com_dDay,0x05EC,STAT_Com_dDay_WERT,unsigned char,-,-,-,1,-,0,Com_dDay,Anzeige Wochentag,Display weekday
Com_dMonth,0x05ED,STAT_Com_dMonth_WERT,unsigned char,-,-,-,1,-,0,Com_dMonth,Anzeige Monat,Display month
Com_dYear,0x05EE,STAT_Com_dYear_WERT,unsigned int,-,-,-,1,-,0,Com_dYear,Anzeige Jahr,Display year
Com_lSum_8km,0x05DC,STAT_Com_lSum_WERT,unsigned int,-,km,-,8,-,0,Com_lSum_8km,Kilometerstand (Aufl?sung 8 km),Mileage (resolution 8 km)
Com_nPsp,0x05DE,STAT_Com_nPsp_WERT,unsigned int,-,rpm,-,1,-,0,Com_nPsp,Drehzahl der Vorf?rderpumpe,Speed __of the feed pump
Com_rawByte6SensNOxGnd,0x05E1,STAT_Com_rawByte6SensNOxGnd_WERT,unsigned char,-,-,-,1,-,0,Com_rawByte6SensNOxGnd,Com_rawByte6SensNOxGnd,Com_rawByte6SensNOxGnd
Com_rawByte6SensNOxUbatt,0x05E2,STAT_Com_rawByte6SensNOxUbatt_WERT,unsigned char,-,-,-,1,-,0,Com_rawByte6SensNOxUbatt,Com_rawByte6SensNOxUbatt,Com_rawByte6SensNOxUbatt
Com_rawByte7SensNOxGnd,0x05E3,STAT_Com_rawByte7SensNOxGnd_WERT,unsigned char,-,-,-,1,-,0,Com_rawByte7SensNOxGnd,Com_rawByte7SensNOxGnd,Com_rawByte7SensNOxGnd
Com_rawByte7SensNOxUbatt,0x05E4,STAT_Com_rawByte7SensNOxUbatt_WERT,unsigned char,-,-,-,1,-,0,Com_rawByte7SensNOxUbatt,Com_rawByte7SensNOxUbatt,Com_rawByte7SensNOxUbatt
Com_rLamLinRecCat2Ds,0x05E5,STAT_Com_rLamLinRecCat2Ds_WERT,unsigned int,-,-,-,0.0001,-,-3.2678,Com_rLamLinRecCat2Ds,Sauerstoff linear NOx-Sensor 2 (nach SCR-Kat),Oxygen linear NOx sensor 2 (according to SCR-Kat)
Com_rLamLinRecDs,0x05E6,STAT_Com_rLamLinRecDs_WERT,unsigned int,-,-,-,0.0001,-,-3.2678,Com_rLamLinRecDs,Sauerstoff linear NOx-Sensor 1 (vor SCR-Kat),Oxygen linear NOx sensor 1 (before SCR catalytic converter)
Com_rNOxCat2Ds,0x05E7,STAT_Com_rNOxCat2Ds_WERT,unsigned int,-,ppm,-,0.02594,-,-50,Com_rNOxCat2Ds,ermittelte NOx-Konzentration NOx-Sensor 2 (nach SCR-Kat),Determined NOx concentration NOx sensor 2 (according to SCR-Kat)
Com_rNOxDs,0x05E8,STAT_Com_rNOxDs_WERT,unsigned int,-,ppm,-,0.02594,-,-50,Com_rNOxDs,ermittelte NOx-Konzentration NOx-Sensor 1 (vor SCR-Kat),Determined NOx concentration NOx sensor 1 (before SCR catalytic converter)
Com_rPspSetPoint,0x05DF,STAT_Com_rPspSetPoint_WERT,unsigned int,-,%,-,0.012207,-,0,Com_rPspSetPoint,Ausgangstastverh?ltnis - Vorf?rderpumpe,Output toggle ratio - pre-feeder pump
Com_stCrCtlLvr,0x0DE6,STAT_Com_stCrCtlLvr_WERT,unsigned char,-,-,-,1,-,0,Com_stCrCtlLvr,Tempomat - Status des Bedienteils,Cruise control - status of the control panel
Com_stLmpPrkBrk,0x106D,STAT_Com_stLmpPrkBrk_WERT,unsigned char,-,-,-,1,-,0,Com_stLmpPrkBrk,Lampenstatus der Parkbremse im Kombi,Lamp status of the parking brake in the station wagon
Com_uLamBinCat2Ds,0x05E9,STAT_Com_uLamBinCat2Ds_WERT,unsigned int,-,mV,-,0.03357,-,-200,Com_uLamBinCat2Ds,Sauerstoff bin?r NOx-Sensor 2 (nach SCR-Kat),Oxygen binary NOx sensor 2 (according to SCR-Kat)
Com_uLamBinDs,0x05EA,STAT_Com_uLamBinDs_WERT,unsigned int,-,mV,-,0.03357,-,-200,Com_uLamBinDs,Sauerstoff bin?r NOx-Sensor 1 (vor SCR-Kat),Oxygen binary NOx sensor 1 (before SCR catalytic converter)
Conv_nTrbn,0x0618,STAT_Conv_nTrbn_WERT,unsigned int,-,rpm,-,0.5,-,0,Conv_nTrbn,Turbinendrehzahl,Turbine speed
CoPT_trqDes,0x05D2,STAT_CoPT_trqDes_WERT,unsigned int,-,Nm,-,0.114443,-,-2500,CoPT_trqDes,Summenmomentenauftrag an Momentensteller (Kupplungsmoment),Total torque order to moment adjuster (clutch torque)
CoSCR_st,0x1130,STAT_CoSCR_st_WERT,unsigned char,-,-,-,1,-,0,CoSCR_st,Zustand des hydraulischen SCR Systems,Condition of the hydraulic SCR system
CoSCR_stSub,0x1131,STAT_CoSCR_stSub_WERT,unsigned char,-,-,-,1,-,0,CoSCR_stSub,Unterzustand des hydraulischen SCR Systems,Sub-state of the hydraulic SCR system
CoVM_trqDes,0x0838,STAT_CoVM_trqDes_WERT,unsigned long,-,Nm,-,0.000015,-,0,CoVM_trqDes,Vortriebssollmoment nach Koordination mit ESP-Eingriffen (Radmoment),Propulsion target torque after coordination with ESP interventions (wheel torque)
CrC_stKey,0x0DE4,STAT_CrC_stKey_WERT,unsigned int,-,-,-,1,-,0,CrC_stKey,Status-Tempomatbedienteil,Status Cruise Control panel
CrCtl_aReq,0x0DE1,STAT_CrCtl_aReq_WERT,unsigned int,-,m/s^2,-,0.001,-,-32.767,CrCtl_aReq,Beschleunigungsanforderung des Fahrgeschwindigkeitsreglers,Acceleration request of the vehicle speed controller
CrCtl_st,0x0DE3,STAT_CrCtl_st_WERT,unsigned char,-,-,-,1,-,0,CrCtl_st,Zustand der Fahrgeschwindigkeitsregelung,State of the cruise control
CrCtl_stReq,0x0839,STAT_CrCtl_stReq_WERT,unsigned char,-,-,-,1,-,0,CrCtl_stReq,Cruise Control ist aktiv,Cruise Control is active
CrCtl_stShOff,0x0DDF,STAT_CrCtl_stShOff_WERT,unsigned char,-,-,-,1,-,0,CrCtl_stShOff,Tempomat-Abschaltbedingungen,Cruise control switch-off
CrCtl_stShOffConRvActv_mp,0x0DDE,STAT_CrCtl_stShOffConRvActv_mp_WERT,unsigned long,-,-,-,1,-,0,CrCtl_stShOffConRvActv_mp,Tempomat-aktuelle Abschaltbedingungen (reversibel),Cruise control current switch-off conditions (reversible)
CrCtl_vDes,0x0DE2,STAT_CrCtl_vDes_WERT,unsigned int,-,km/h,-,0.01,-,0,CrCtl_vDes,Wunschgeschwindigkeit der Fahrgeschwindigkeitsregelung,Desired speed of the cruise control
CrCUI_stBtn,0x0DE5,STAT_CrCUI_stBtn_WERT,unsigned int,-,-,-,1,-,0,CrCUI_stBtn,Zustand Tempomatbedienteil-Bet?tigung,Condition of cruise control actuator operation
CtT_tClntEngMod,0x0564,STAT_CtT_tClntEngMod_WERT,unsigned int,-,degC,-,0.1,-,-273.14,CtT_tClntEngMod,modellierte K?hlmitteltemperatur,Modeled coolant temperature
D_soc,0x01B1,STAT_D_soc_WERT,unsigned int,-,-,-,0.003052,-,0,D_soc,Abstand zur Startf?higkeitsgrenze,Distance to starting ability limit
DewDet_ctCldStrtLSU_mp_0,0x111C,STAT_DewDet_ctCldStrtLSU_mp_0_WERT,unsigned char,-,-,-,1,-,0,DewDet_ctCldStrtLSU_mp_0,Zähler für wiederholte Kaltstarts 0,Counter for repeated cold starts 0
DewDet_ctCldStrtLSU_mp_1,0x111D,STAT_DewDet_ctCldStrtLSU_mp_1_WERT,unsigned char,-,-,-,1,-,0,DewDet_ctCldStrtLSU_mp_1,Zähler für wiederholte Kaltstarts 1,Counter for repeated cold starts 1
DewDet_ctCldStrtLSU_mp_2,0x111E,STAT_DewDet_ctCldStrtLSU_mp_2_WERT,unsigned char,-,-,-,1,-,0,DewDet_ctCldStrtLSU_mp_2,Zähler für wiederholte Kaltstarts 2,Counter for repeated cold starts 2
DewDet_stShOff_mp,0x1156,STAT_DewDet_stShOff_mp_WERT,unsigned char,-,-,-,1,-,0,DewDet_stShOff_mp,Status Zur?cknahme der Freigabebedingung der Sendenheizung,Status Cancel the release condition of the transmission heater
DFC_ctLDF_mp,0x0489,STAT_DFC_ctLDF_mp_WERT,unsigned int,-,-,-,1,-,0,DFC_ctLDF_mp,"Anzahl defekter Fehlerpr?fungen, LDF (last debouced error flag) gesetzt",Number of defective error checks LDF (last debugged error flag) set
DFES_ctDef,0x04A6,STAT_DFES_ctDef_WERT,unsigned char,-,-,-,1,-,0,DFES_ctDef,Fehlerz?hler (FLC) aller Fehlerspeichereintr?ge,Error counter (FLC) of all error memory entries
DFES_ctEntry,0x04A7,STAT_DFES_ctEntry_WERT,unsigned char,-,-,-,1,-,0,DFES_ctEntry,Anzahl der belegten Fehlerspeichereintr?ge,Number of occupied fault memory entries
DFES_ctMIL,0x04AC,STAT_DFES_ctMIL_WERT,unsigned char,-,-,-,1,-,0,DFES_ctMIL,Anzahl der MIL ansteuernden Fehlerspeichereintr?ge,Number of MIL triggering fault memory entries
DFES_ctOBD,0x04A8,STAT_DFES_ctOBD_WERT,unsigned char,-,-,-,1,-,0,DFES_ctOBD,Anzahl der in Mode 3 sichtbaren Fehlerspeichereintr?ge,Number of fault memory entries visible in Mode 3
DFES_ctOBDPend,0x04A9,STAT_DFES_ctOBDPend_WERT,unsigned char,-,-,-,1,-,0,DFES_ctOBDPend,Anzahl der in Mode 7 (pending) sichtbaren Fehlerspeichereintr?ge,Number of fault memory entries visible in Mode 7 (pending)
DFES_numDFC_0,0x064A,STAT_DFES_numDFC_0_WERT,unsigned int,-,-,-,1,-,0,DFES_numDFC_0,Namen der im Fehlerspeicher eingetragenen Fehlerpr?fungen 0,Error in fault memory name 00
DFES_numDFC_1,0x064B,STAT_DFES_numDFC_1_WERT,unsigned int,-,-,-,1,-,0,DFES_numDFC_1,Namen der im Fehlerspeicher eingetragenen Fehlerpr?fungen 1,Error in fault memory name 01
DFES_numDFC_10,0x0654,STAT_DFES_numDFC_10_WERT,unsigned int,-,-,-,1,-,0,DFES_numDFC_10,Namen der im Fehlerspeicher eingetragenen Fehlerpr?fungen 10,Error in fault memory name 10
DFES_numDFC_11,0x0655,STAT_DFES_numDFC_11_WERT,unsigned int,-,-,-,1,-,0,DFES_numDFC_11,Namen der im Fehlerspeicher eingetragenen Fehlerpr?fungen 11,Error in fault memory name 11
DFES_numDFC_12,0x0656,STAT_DFES_numDFC_12_WERT,unsigned int,-,-,-,1,-,0,DFES_numDFC_12,Namen der im Fehlerspeicher eingetragenen Fehlerpr?fungen 12,Error in fault memory name 12
DFES_numDFC_13,0x0657,STAT_DFES_numDFC_13_WERT,unsigned int,-,-,-,1,-,0,DFES_numDFC_13,Namen der im Fehlerspeicher eingetragenen Fehlerpr?fungen 13,Error in fault memory name 13
DFES_numDFC_14,0x0658,STAT_DFES_numDFC_14_WERT,unsigned int,-,-,-,1,-,0,DFES_numDFC_14,Namen der im Fehlerspeicher eingetragenen Fehlerpr?fungen 14,Error in fault memory name 14
DFES_numDFC_15,0x0659,STAT_DFES_numDFC_15_WERT,unsigned int,-,-,-,1,-,0,DFES_numDFC_15,Namen der im Fehlerspeicher eingetragenen Fehlerpr?fungen 15,Error in fault memory name 15
DFES_numDFC_16,0x065A,STAT_DFES_numDFC_16_WERT,unsigned int,-,-,-,1,-,0,DFES_numDFC_16,Namen der im Fehlerspeicher eingetragenen Fehlerpr?fungen 16,Error in fault memory name 16
DFES_numDFC_17,0x065B,STAT_DFES_numDFC_17_WERT,unsigned int,-,-,-,1,-,0,DFES_numDFC_17,Namen der im Fehlerspeicher eingetragenen Fehlerpr?fungen 17,Error in fault memory name 17
DFES_numDFC_18,0x065C,STAT_DFES_numDFC_18_WERT,unsigned int,-,-,-,1,-,0,DFES_numDFC_18,Namen der im Fehlerspeicher eingetragenen Fehlerpr?fungen 18,Error in fault memory name 18
DFES_numDFC_19,0x065D,STAT_DFES_numDFC_19_WERT,unsigned int,-,-,-,1,-,0,DFES_numDFC_19,Namen der im Fehlerspeicher eingetragenen Fehlerpr?fungen 19,Error in fault memory name 19
DFES_numDFC_2,0x064C,STAT_DFES_numDFC_2_WERT,unsigned int,-,-,-,1,-,0,DFES_numDFC_2,Namen der im Fehlerspeicher eingetragenen Fehlerpr?fungen 2,Error in fault memory name 02
DFES_numDFC_3,0x064D,STAT_DFES_numDFC_3_WERT,unsigned int,-,-,-,1,-,0,DFES_numDFC_3,Namen der im Fehlerspeicher eingetragenen Fehlerpr?fungen 3,Error in fault memory name 03
DFES_numDFC_4,0x064E,STAT_DFES_numDFC_4_WERT,unsigned int,-,-,-,1,-,0,DFES_numDFC_4,Namen der im Fehlerspeicher eingetragenen Fehlerpr?fungen 4,Error in fault memory name 04
DFES_numDFC_5,0x064F,STAT_DFES_numDFC_5_WERT,unsigned int,-,-,-,1,-,0,DFES_numDFC_5,Namen der im Fehlerspeicher eingetragenen Fehlerpr?fungen 5,Error in fault memory name 05
DFES_numDFC_6,0x0650,STAT_DFES_numDFC_6_WERT,unsigned int,-,-,-,1,-,0,DFES_numDFC_6,Namen der im Fehlerspeicher eingetragenen Fehlerpr?fungen 6,Error in fault memory name 06
DFES_numDFC_7,0x0651,STAT_DFES_numDFC_7_WERT,unsigned int,-,-,-,1,-,0,DFES_numDFC_7,Namen der im Fehlerspeicher eingetragenen Fehlerpr?fungen 7,Error in fault memory name 07
DFES_numDFC_8,0x0652,STAT_DFES_numDFC_8_WERT,unsigned int,-,-,-,1,-,0,DFES_numDFC_8,Namen der im Fehlerspeicher eingetragenen Fehlerpr?fungen 8,Error in fault memory name 08
DFES_numDFC_9,0x0653,STAT_DFES_numDFC_9_WERT,unsigned int,-,-,-,1,-,0,DFES_numDFC_9,Namen der im Fehlerspeicher eingetragenen Fehlerpr?fungen 9,Error in fault memory name 09
Dffgen,0x0E42,STAT_Dffgen_WERT,unsigned char,-,%,-,0.390625,-,0,Dffgen,Generatorregelung - Ableitung des Signals Dffgen,Generator control - Derivation of the signal Dffgen
Dfh_lerncnt,0x0325,STAT_Dfh_lerncnt_WERT,unsigned int,-,-,-,1,-,0,Dfh_lerncnt,Zähler für die Lernfunktion Dieselfilterheizung,Counter for learning function Diesel filter heating
Dfh_lernpw,0x0326,STAT_Dfh_lernpw_WERT,unsigned int,-,W,-,0.1,-,0,Dfh_lernpw,gelernte Leistung der EKP zur Ansteuerung der Dieselfilterheizung,Learned power of the EKP to control the diesel filter heating
Dfh_pekpf,0x0320,STAT_Dfh_pekpf_WERT,unsigned int,-,W,-,0.1,-,0,Dfh_pekpf,Leistung EKP (U*I) filtriert,Power EKP (U * I) filtered
DIUMPR_ctGenDenom,0x04AA,STAT_DIUMPR_ctGenDenom_WERT,unsigned int,-,-,-,1,-,0,DIUMPR_ctGenDenom,general denominator,General denominator
DIUMPR_ctIgn,0x04AB,STAT_DIUMPR_ctIgn_WERT,unsigned int,-,-,-,1,-,0,DIUMPR_ctIgn,ignition cycle counter,Ignition cycle counter
DIUMPR_numIndGrp_0,0x0668,STAT_DIUMPR_numIndGrp_0_WERT,unsigned char,-,-,-,1,-,0,DIUMPR_numIndGrp_0,IUMPR record mit dem kleinsten Ratio innerhalb der Komponentengruppe 0,IUMPR record with the smallest ratio within component group 0
DIUMPR_numIndGrp_1,0x0669,STAT_DIUMPR_numIndGrp_1_WERT,unsigned char,-,-,-,1,-,0,DIUMPR_numIndGrp_1,IUMPR record mit dem kleinsten Ratio innerhalb der Komponentengruppe 1,IUMPR record with the smallest ratio within component group 1
DIUMPR_numIndGrp_2,0x066A,STAT_DIUMPR_numIndGrp_2_WERT,unsigned char,-,-,-,1,-,0,DIUMPR_numIndGrp_2,IUMPR record mit dem kleinsten Ratio innerhalb der Komponentengruppe 2,IUMPR record with the smallest ratio within component group 2
DIUMPR_numIndGrp_3,0x066B,STAT_DIUMPR_numIndGrp_3_WERT,unsigned char,-,-,-,1,-,0,DIUMPR_numIndGrp_3,IUMPR record mit dem kleinsten Ratio innerhalb der Komponentengruppe 3,IUMPR record with the smallest ratio within component group 3
DIUMPR_numIndGrp_4,0x066C,STAT_DIUMPR_numIndGrp_4_WERT,unsigned char,-,-,-,1,-,0,DIUMPR_numIndGrp_4,IUMPR record mit dem kleinsten Ratio innerhalb der Komponentengruppe 4,IUMPR record with the smallest ratio within component group 4
DIUMPR_numIndGrp_5,0x066D,STAT_DIUMPR_numIndGrp_5_WERT,unsigned char,-,-,-,1,-,0,DIUMPR_numIndGrp_5,IUMPR record mit dem kleinsten Ratio innerhalb der Komponentengruppe 5,IUMPR record with the smallest ratio within component group 5
DIUMPR_numIndGrp_6,0x066E,STAT_DIUMPR_numIndGrp_6_WERT,unsigned char,-,-,-,1,-,0,DIUMPR_numIndGrp_6,IUMPR record mit dem kleinsten Ratio innerhalb der Komponentengruppe 6,IUMPR record with the smallest ratio within component group 6
DIUMPR_numIndGrp_7,0x066F,STAT_DIUMPR_numIndGrp_7_WERT,unsigned char,-,-,-,1,-,0,DIUMPR_numIndGrp_7,IUMPR record mit dem kleinsten Ratio innerhalb der Komponentengruppe 7,IUMPR record with the smallest ratio within component group 7
DIUMPR_rMBGrp_0,0x065E,STAT_DIUMPR_rMBGrp_0_WERT,unsigned int,-,-,-,0.000122,-,0,DIUMPR_rMBGrp_0,kleinstes Ratio innerhalb des Messwerteblocks 0,Smallest ratio within the measured value block 0
DIUMPR_rMBGrp_1,0x065F,STAT_DIUMPR_rMBGrp_1_WERT,unsigned int,-,-,-,0.000122,-,0,DIUMPR_rMBGrp_1,kleinstes Ratio innerhalb des Messwerteblocks 1,Smallest ratio within the measured value block 1
DIUMPR_rMBGrp_2,0x0660,STAT_DIUMPR_rMBGrp_2_WERT,unsigned int,-,-,-,0.000122,-,0,DIUMPR_rMBGrp_2,kleinstes Ratio innerhalb des Messwerteblocks 2,Smallest ratio within the measured value block 2
DIUMPR_rMBGrp_3,0x0661,STAT_DIUMPR_rMBGrp_3_WERT,unsigned int,-,-,-,0.000122,-,0,DIUMPR_rMBGrp_3,kleinstes Ratio innerhalb des Messwerteblocks 3,Smallest ratio within the measured value block 3
DIUMPR_rMBGrp_4,0x0662,STAT_DIUMPR_rMBGrp_4_WERT,unsigned int,-,-,-,0.000122,-,0,DIUMPR_rMBGrp_4,kleinstes Ratio innerhalb des Messwerteblocks 4,Smallest ratio within the measured value block 4
DIUMPR_rMBGrp_5,0x0663,STAT_DIUMPR_rMBGrp_5_WERT,unsigned int,-,-,-,0.000122,-,0,DIUMPR_rMBGrp_5,kleinstes Ratio innerhalb des Messwerteblocks 5,Smallest ratio within the measured value block 5
DIUMPR_rMBGrp_6,0x0664,STAT_DIUMPR_rMBGrp_6_WERT,unsigned int,-,-,-,0.000122,-,0,DIUMPR_rMBGrp_6,kleinstes Ratio innerhalb des Messwerteblocks 6,Smallest ratio within the measured value block 6
DIUMPR_rMBGrp_7,0x0665,STAT_DIUMPR_rMBGrp_7_WERT,unsigned int,-,-,-,0.000122,-,0,DIUMPR_rMBGrp_7,kleinstes Ratio innerhalb des Messwerteblocks 7,Smallest ratio within the measured value block 7
DIUMPR_rMBGrp_8,0x0666,STAT_DIUMPR_rMBGrp_8_WERT,unsigned int,-,-,-,0.000122,-,0,DIUMPR_rMBGrp_8,kleinstes Ratio innerhalb des Messwerteblocks 8,Smallest ratio within the measured value block 8
DIUMPR_rMBGrp_9,0x0667,STAT_DIUMPR_rMBGrp_9_WERT,unsigned int,-,-,-,0.000122,-,0,DIUMPR_rMBGrp_9,kleinstes Ratio innerhalb des Messwerteblocks 9,Smallest ratio within the measured value block 9
DIUMPR_rValRatMin_0,0x0638,STAT_DIUMPR_rValRatMin_0_WERT,unsigned int,-,-,-,0.000122,-,0,DIUMPR_rValRatMin_0,kleinstes Ratio innerhalb der Komponentengruppe 0,Smallest ratio within component group 0
DIUMPR_rValRatMin_1,0x0639,STAT_DIUMPR_rValRatMin_1_WERT,unsigned int,-,-,-,0.000122,-,0,DIUMPR_rValRatMin_1,kleinstes Ratio innerhalb der Komponentengruppe 1,Smallest ratio within component group 1
DIUMPR_rValRatMin_2,0x063A,STAT_DIUMPR_rValRatMin_2_WERT,unsigned int,-,-,-,0.000122,-,0,DIUMPR_rValRatMin_2,kleinstes Ratio innerhalb der Komponentengruppe 2,Smallest ratio within component group 2
